product_name,category,product_type,brand,color,size,material,price,discount,rating,stock,occasion,date,description
Adidas Sneakers,Footwear,Sneakers,Adidas,Green,Free,Cotton,1080,27,4.8,182,Casual,2024-01,"Adidas Sneakers made of Cotton, suitable for casual wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Grey,Free,Polyester,9770,41,3.3,72,Casual,2024-08,"Puma Smart Watch made of Polyester, suitable for casual wear."
H&M Linen Shirt,Shirts,Linen Shirt,H&M,Green,XL,Cotton,8343,25,4.5,185,Party,2024-03,"H&M Linen Shirt made of Cotton, suitable for party wear."
Tommy Hilfiger Backpack,Bags,Backpack,Tommy Hilfiger,Grey,Free,Canvas,5300,31,4.3,188,Formal,2024-05,"Tommy Hilfiger Backpack made of Canvas, suitable for formal wear."
Puma Formal Shoes,Footwear,Formal Shoes,Puma,Red,Free,Denim,3628,29,4.0,133,Formal,2024-03,"Puma Formal Shoes made of Denim, suitable for formal wear."
Zara Trousers,Pants,Trousers,Zara,Blue,L,Cotton,3212,10,3.4,18,Sports,2024-12,"Zara Trousers made of Cotton, suitable for sports wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Black,Free,Leather,7772,10,4.9,176,Party,2024-02,"Puma Smart Watch made of Leather, suitable for party wear."
Levis Analog Watch,Watches,Analog Watch,Levis,Brown,Free,Polyester,5187,19,4.5,131,Formal,2024-02,"Levis Analog Watch made of Polyester, suitable for formal wear."
Puma Digital Watch,Watches,Digital Watch,Puma,Green,Free,Canvas,9690,30,3.5,175,Party,2024-10,"Puma Digital Watch made of Canvas, suitable for party wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,Black,L,Denim,9818,44,3.6,39,Formal,2024-10,"Zara Linen Shirt made of Denim, suitable for formal wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,White,Free,Polyester,5218,38,4.7,12,Formal,2024-01,"Tommy Hilfiger Analog Watch made of Polyester, suitable for formal wear."
Zara Trousers,Pants,Trousers,Zara,Brown,XL,Canvas,2408,19,4.4,152,Party,2024-09,"Zara Trousers made of Canvas, suitable for party wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Green,Free,Leather,1719,41,4.0,15,Sports,2024-01,"Puma Analog Watch made of Leather, suitable for sports wear."
Adidas Formal Shoes,Footwear,Formal Shoes,Adidas,Red,Free,Canvas,9862,12,3.6,192,Sports,2024-09,"Adidas Formal Shoes made of Canvas, suitable for sports wear."
Levis Running Shoes,Footwear,Running Shoes,Levis,Blue,Free,Cotton,3225,17,3.9,119,Formal,2024-06,"Levis Running Shoes made of Cotton, suitable for formal wear."
Adidas Analog Watch,Watches,Analog Watch,Adidas,Brown,Free,Polyester,868,30,3.2,59,Travel,2024-02,"Adidas Analog Watch made of Polyester, suitable for travel wear."
Nike Sling Bag,Bags,Sling Bag,Nike,Red,Free,Canvas,2329,36,3.6,122,Travel,2024-02,"Nike Sling Bag made of Canvas, suitable for travel wear."
H&M Sandals,Footwear,Sandals,H&M,Grey,Free,Canvas,8799,19,3.5,101,Sports,2024-08,"H&M Sandals made of Canvas, suitable for sports wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,Green,XL,Cotton,3794,25,5.0,24,Sports,2024-09,"Zara Linen Shirt made of Cotton, suitable for sports wear."
Levis Digital Watch,Watches,Digital Watch,Levis,Blue,Free,Leather,1422,38,4.9,190,Casual,2024-12,"Levis Digital Watch made of Leather, suitable for casual wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Grey,Free,Cotton,6142,50,3.9,66,Formal,2024-01,"H&M Analog Watch made of Cotton, suitable for formal wear."
Puma Smart Watch,Watches,Smart Watch,Puma,White,Free,Denim,4514,8,5.0,126,Casual,2024-09,"Puma Smart Watch made of Denim, suitable for casual wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,White,Free,Cotton,2920,30,4.9,75,Casual,2024-11,"Nike Formal Shoes made of Cotton, suitable for casual wear."
Adidas Analog Watch,Watches,Analog Watch,Adidas,Green,Free,Denim,8692,16,3.0,186,Casual,2024-07,"Adidas Analog Watch made of Denim, suitable for casual wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,White,Free,Leather,514,25,4.4,23,Casual,2024-05,"Fossil Analog Watch made of Leather, suitable for casual wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,Brown,Free,Leather,5485,47,4.7,29,Formal,2024-03,"Levis Duffel Bag made of Leather, suitable for formal wear."
H&M Digital Watch,Watches,Digital Watch,H&M,Blue,Free,Leather,6865,8,3.2,90,Casual,2024-04,"H&M Digital Watch made of Leather, suitable for casual wear."
Levis Linen Shirt,Shirts,Linen Shirt,Levis,Black,S,Leather,7912,48,4.1,63,Party,2024-10,"Levis Linen Shirt made of Leather, suitable for party wear."
H&M Sling Bag,Bags,Sling Bag,H&M,Black,Free,Polyester,4121,38,3.5,36,Casual,2024-08,"H&M Sling Bag made of Polyester, suitable for casual wear."
Fossil Sneakers,Footwear,Sneakers,Fossil,White,Free,Cotton,4759,22,3.8,53,Formal,2024-02,"Fossil Sneakers made of Cotton, suitable for formal wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Green,L,Denim,5759,47,4.9,127,Travel,2024-11,"Tommy Hilfiger Chinos made of Denim, suitable for travel wear."
Puma Laptop Bag,Bags,Laptop Bag,Puma,Red,Free,Cotton,6520,42,4.5,123,Sports,2024-08,"Puma Laptop Bag made of Cotton, suitable for sports wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,Grey,Free,Polyester,4939,42,3.2,29,Sports,2024-05,"Levis Duffel Bag made of Polyester, suitable for sports wear."
H&M Sandals,Footwear,Sandals,H&M,Grey,Free,Leather,9126,37,4.3,83,Sports,2024-06,"H&M Sandals made of Leather, suitable for sports wear."
H&M Sneakers,Footwear,Sneakers,H&M,Black,Free,Denim,6375,38,4.3,44,Formal,2024-01,"H&M Sneakers made of Denim, suitable for formal wear."
Nike Linen Shirt,Shirts,Linen Shirt,Nike,Blue,S,Polyester,1466,21,4.5,118,Party,2024-08,"Nike Linen Shirt made of Polyester, suitable for party wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Grey,Free,Cotton,2599,27,3.1,45,Casual,2024-05,"Fossil Digital Watch made of Cotton, suitable for casual wear."
Zara Joggers,Pants,Joggers,Zara,Black,L,Denim,9096,18,3.5,149,Travel,2024-11,"Zara Joggers made of Denim, suitable for travel wear."
Nike Duffel Bag,Bags,Duffel Bag,Nike,Green,Free,Cotton,3684,27,4.1,147,Sports,2024-02,"Nike Duffel Bag made of Cotton, suitable for sports wear."
Levis Smart Watch,Watches,Smart Watch,Levis,Red,Free,Canvas,8372,24,4.5,134,Travel,2024-03,"Levis Smart Watch made of Canvas, suitable for travel wear."
Adidas Digital Watch,Watches,Digital Watch,Adidas,Brown,Free,Cotton,9405,45,3.4,106,Travel,2024-10,"Adidas Digital Watch made of Cotton, suitable for travel wear."
Fossil Denim Shirt,Shirts,Denim Shirt,Fossil,Black,S,Leather,3499,19,4.9,131,Sports,2024-12,"Fossil Denim Shirt made of Leather, suitable for sports wear."
Tommy Hilfiger Smart Watch,Watches,Smart Watch,Tommy Hilfiger,Black,Free,Canvas,5827,28,4.7,113,Sports,2024-09,"Tommy Hilfiger Smart Watch made of Canvas, suitable for sports wear."
Nike Laptop Bag,Bags,Laptop Bag,Nike,Blue,Free,Canvas,1677,19,4.9,38,Sports,2024-08,"Nike Laptop Bag made of Canvas, suitable for sports wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Red,Free,Canvas,7980,36,3.5,166,Sports,2024-02,"Nike Analog Watch made of Canvas, suitable for sports wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Green,Free,Leather,4440,38,4.8,47,Formal,2024-11,"Fossil Digital Watch made of Leather, suitable for formal wear."
Tommy Hilfiger Jeans,Pants,Jeans,Tommy Hilfiger,Blue,S,Leather,2311,11,3.8,97,Formal,2024-10,"Tommy Hilfiger Jeans made of Leather, suitable for formal wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Green,Free,Polyester,1042,32,4.4,106,Travel,2024-09,"H&M Smart Watch made of Polyester, suitable for travel wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,Black,Free,Cotton,5284,27,3.4,95,Casual,2024-09,"Zara Laptop Bag made of Cotton, suitable for casual wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,Blue,Free,Cotton,2253,16,4.8,190,Party,2024-07,"Nike Formal Shoes made of Cotton, suitable for party wear."
H&M Backpack,Bags,Backpack,H&M,Black,Free,Cotton,2022,15,4.9,124,Travel,2024-02,"H&M Backpack made of Cotton, suitable for travel wear."
Puma Jeans,Pants,Jeans,Puma,Blue,L,Denim,4665,13,4.6,175,Casual,2024-06,"Puma Jeans made of Denim, suitable for casual wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Blue,Free,Canvas,5093,14,3.3,89,Party,2024-04,"Fossil Digital Watch made of Canvas, suitable for party wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Green,Free,Cotton,894,41,3.8,90,Sports,2024-05,"Puma Analog Watch made of Cotton, suitable for sports wear."
Zara Chinos,Pants,Chinos,Zara,Brown,S,Canvas,2898,34,3.1,185,Sports,2024-02,"Zara Chinos made of Canvas, suitable for sports wear."
H&M Linen Shirt,Shirts,Linen Shirt,H&M,Blue,M,Polyester,4046,36,3.3,144,Party,2024-03,"H&M Linen Shirt made of Polyester, suitable for party wear."
Zara Smart Watch,Watches,Smart Watch,Zara,Black,Free,Cotton,4161,35,4.3,58,Sports,2024-05,"Zara Smart Watch made of Cotton, suitable for sports wear."
Puma Digital Watch,Watches,Digital Watch,Puma,Brown,Free,Cotton,6486,38,4.8,23,Travel,2024-05,"Puma Digital Watch made of Cotton, suitable for travel wear."
Fossil Running Shoes,Footwear,Running Shoes,Fossil,Blue,Free,Leather,7938,50,5.0,45,Travel,2024-06,"Fossil Running Shoes made of Leather, suitable for travel wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Blue,Free,Leather,5784,43,4.8,66,Travel,2024-12,"Puma Smart Watch made of Leather, suitable for travel wear."
Fossil Jeans,Pants,Jeans,Fossil,Grey,L,Cotton,6692,28,4.1,90,Sports,2024-01,"Fossil Jeans made of Cotton, suitable for sports wear."
Adidas Backpack,Bags,Backpack,Adidas,Black,Free,Canvas,9417,7,4.9,177,Party,2024-02,"Adidas Backpack made of Canvas, suitable for party wear."
Levis Jeans,Pants,Jeans,Levis,Brown,L,Denim,3703,35,4.8,166,Casual,2024-03,"Levis Jeans made of Denim, suitable for casual wear."
H&M Analog Watch,Watches,Analog Watch,H&M,White,Free,Denim,5358,31,4.6,136,Casual,2024-07,"H&M Analog Watch made of Denim, suitable for casual wear."
Adidas Analog Watch,Watches,Analog Watch,Adidas,Blue,Free,Denim,5265,49,3.6,77,Travel,2024-02,"Adidas Analog Watch made of Denim, suitable for travel wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Red,Free,Cotton,1205,17,3.1,158,Travel,2024-01,"Nike Analog Watch made of Cotton, suitable for travel wear."
Fossil Denim Shirt,Shirts,Denim Shirt,Fossil,Black,XL,Leather,5534,21,3.6,148,Casual,2024-07,"Fossil Denim Shirt made of Leather, suitable for casual wear."
Adidas Duffel Bag,Bags,Duffel Bag,Adidas,Red,Free,Canvas,9018,22,3.0,32,Travel,2024-01,"Adidas Duffel Bag made of Canvas, suitable for travel wear."
Levis Sneakers,Footwear,Sneakers,Levis,Green,Free,Denim,2586,49,3.7,83,Party,2024-02,"Levis Sneakers made of Denim, suitable for party wear."
Puma Sling Bag,Bags,Sling Bag,Puma,Grey,Free,Cotton,8335,25,3.0,31,Sports,2024-12,"Puma Sling Bag made of Cotton, suitable for sports wear."
Fossil Denim Shirt,Shirts,Denim Shirt,Fossil,Green,M,Canvas,4635,6,4.7,63,Travel,2024-09,"Fossil Denim Shirt made of Canvas, suitable for travel wear."
Tommy Hilfiger Running Shoes,Footwear,Running Shoes,Tommy Hilfiger,Green,Free,Canvas,1130,45,4.3,27,Casual,2024-05,"Tommy Hilfiger Running Shoes made of Canvas, suitable for casual wear."
Zara Denim Shirt,Shirts,Denim Shirt,Zara,Red,M,Cotton,4019,12,4.7,106,Party,2024-11,"Zara Denim Shirt made of Cotton, suitable for party wear."
Tommy Hilfiger Digital Watch,Watches,Digital Watch,Tommy Hilfiger,Green,Free,Canvas,6008,26,4.4,80,Casual,2024-02,"Tommy Hilfiger Digital Watch made of Canvas, suitable for casual wear."
Adidas Backpack,Bags,Backpack,Adidas,Grey,Free,Denim,8498,43,4.8,10,Casual,2024-01,"Adidas Backpack made of Denim, suitable for casual wear."
H&M Casual Shirt,Shirts,Casual Shirt,H&M,Blue,XL,Polyester,4271,15,3.3,169,Sports,2024-09,"H&M Casual Shirt made of Polyester, suitable for sports wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Red,Free,Leather,808,8,3.8,178,Party,2024-09,"Adidas Smart Watch made of Leather, suitable for party wear."
Levis Formal Shirt,Shirts,Formal Shirt,Levis,White,XL,Denim,8225,22,3.7,7,Casual,2024-05,"Levis Formal Shirt made of Denim, suitable for casual wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Brown,Free,Denim,9308,35,4.3,103,Casual,2024-04,"Adidas Smart Watch made of Denim, suitable for casual wear."
Zara Formal Shirt,Shirts,Formal Shirt,Zara,Green,XL,Denim,862,48,3.5,101,Sports,2024-05,"Zara Formal Shirt made of Denim, suitable for sports wear."
Puma Joggers,Pants,Joggers,Puma,Black,S,Polyester,7351,5,3.7,149,Sports,2024-10,"Puma Joggers made of Polyester, suitable for sports wear."
Levis Formal Shirt,Shirts,Formal Shirt,Levis,Red,S,Cotton,6994,6,4.3,120,Formal,2024-12,"Levis Formal Shirt made of Cotton, suitable for formal wear."
Tommy Hilfiger Sneakers,Footwear,Sneakers,Tommy Hilfiger,Green,Free,Cotton,922,33,3.1,165,Party,2024-11,"Tommy Hilfiger Sneakers made of Cotton, suitable for party wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,White,Free,Canvas,5073,14,3.2,37,Casual,2024-05,"Fossil Digital Watch made of Canvas, suitable for casual wear."
Tommy Hilfiger Jeans,Pants,Jeans,Tommy Hilfiger,Blue,M,Polyester,3142,37,4.0,0,Travel,2024-05,"Tommy Hilfiger Jeans made of Polyester, suitable for travel wear."
Puma Formal Shirt,Shirts,Formal Shirt,Puma,Brown,L,Polyester,3283,23,4.1,10,Formal,2024-04,"Puma Formal Shirt made of Polyester, suitable for formal wear."
Nike Casual Shirt,Shirts,Casual Shirt,Nike,White,S,Leather,1110,49,4.7,139,Party,2024-07,"Nike Casual Shirt made of Leather, suitable for party wear."
Fossil Casual Shirt,Shirts,Casual Shirt,Fossil,White,XL,Cotton,1768,39,4.7,47,Sports,2024-04,"Fossil Casual Shirt made of Cotton, suitable for sports wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,Green,Free,Canvas,8756,23,4.9,168,Travel,2024-05,"Nike Formal Shoes made of Canvas, suitable for travel wear."
Zara Sandals,Footwear,Sandals,Zara,Brown,Free,Polyester,7892,21,5.0,188,Casual,2024-08,"Zara Sandals made of Polyester, suitable for casual wear."
Tommy Hilfiger Formal Shoes,Footwear,Formal Shoes,Tommy Hilfiger,Green,Free,Canvas,8810,43,3.6,155,Formal,2024-01,"Tommy Hilfiger Formal Shoes made of Canvas, suitable for formal wear."
Levis Analog Watch,Watches,Analog Watch,Levis,Red,Free,Cotton,4238,19,3.3,98,Casual,2024-05,"Levis Analog Watch made of Cotton, suitable for casual wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Brown,Free,Cotton,4872,19,3.0,8,Sports,2024-10,"H&M Analog Watch made of Cotton, suitable for sports wear."
H&M Sling Bag,Bags,Sling Bag,H&M,Green,Free,Denim,2798,21,3.4,129,Sports,2024-08,"H&M Sling Bag made of Denim, suitable for sports wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Grey,S,Cotton,4736,22,3.9,171,Casual,2024-10,"Adidas Formal Shirt made of Cotton, suitable for casual wear."
Tommy Hilfiger Sandals,Footwear,Sandals,Tommy Hilfiger,Brown,Free,Polyester,2912,25,3.0,89,Formal,2024-11,"Tommy Hilfiger Sandals made of Polyester, suitable for formal wear."
Tommy Hilfiger Backpack,Bags,Backpack,Tommy Hilfiger,Brown,Free,Canvas,3417,40,3.1,75,Sports,2024-06,"Tommy Hilfiger Backpack made of Canvas, suitable for sports wear."
Zara Smart Watch,Watches,Smart Watch,Zara,Red,Free,Canvas,6209,6,4.6,64,Casual,2024-06,"Zara Smart Watch made of Canvas, suitable for casual wear."
Puma Linen Shirt,Shirts,Linen Shirt,Puma,White,XL,Canvas,8400,37,5.0,18,Party,2024-12,"Puma Linen Shirt made of Canvas, suitable for party wear."
Zara Smart Watch,Watches,Smart Watch,Zara,Red,Free,Cotton,4327,17,3.1,83,Party,2024-07,"Zara Smart Watch made of Cotton, suitable for party wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Grey,S,Canvas,5075,16,4.2,65,Party,2024-01,"Adidas Formal Shirt made of Canvas, suitable for party wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,White,S,Denim,6445,15,3.6,32,Travel,2024-03,"Adidas Denim Shirt made of Denim, suitable for travel wear."
H&M Formal Shoes,Footwear,Formal Shoes,H&M,White,Free,Cotton,8828,10,4.5,97,Formal,2024-02,"H&M Formal Shoes made of Cotton, suitable for formal wear."
Puma Digital Watch,Watches,Digital Watch,Puma,Green,Free,Leather,8485,27,4.6,109,Casual,2024-09,"Puma Digital Watch made of Leather, suitable for casual wear."
Nike Smart Watch,Watches,Smart Watch,Nike,Green,Free,Polyester,3415,10,3.3,39,Formal,2024-04,"Nike Smart Watch made of Polyester, suitable for formal wear."
Fossil Backpack,Bags,Backpack,Fossil,Green,Free,Canvas,7396,26,4.4,72,Sports,2024-04,"Fossil Backpack made of Canvas, suitable for sports wear."
H&M Sandals,Footwear,Sandals,H&M,White,Free,Denim,1720,41,3.7,108,Travel,2024-06,"H&M Sandals made of Denim, suitable for travel wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Brown,L,Polyester,7231,42,4.9,90,Sports,2024-10,"Tommy Hilfiger Chinos made of Polyester, suitable for sports wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,Blue,M,Cotton,1832,35,3.1,79,Travel,2024-09,"Adidas Denim Shirt made of Cotton, suitable for travel wear."
Puma Sandals,Footwear,Sandals,Puma,Brown,Free,Canvas,2299,46,4.8,175,Formal,2024-06,"Puma Sandals made of Canvas, suitable for formal wear."
Adidas Sneakers,Footwear,Sneakers,Adidas,Red,Free,Canvas,3279,47,4.7,96,Sports,2024-04,"Adidas Sneakers made of Canvas, suitable for sports wear."
Tommy Hilfiger Sneakers,Footwear,Sneakers,Tommy Hilfiger,Blue,Free,Canvas,6177,14,3.2,28,Travel,2024-08,"Tommy Hilfiger Sneakers made of Canvas, suitable for travel wear."
H&M Chinos,Pants,Chinos,H&M,Brown,M,Leather,7744,25,4.4,3,Formal,2024-07,"H&M Chinos made of Leather, suitable for formal wear."
Puma Laptop Bag,Bags,Laptop Bag,Puma,White,Free,Cotton,5513,24,4.1,56,Party,2024-12,"Puma Laptop Bag made of Cotton, suitable for party wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,Red,Free,Polyester,8977,21,3.8,46,Party,2024-05,"Levis Duffel Bag made of Polyester, suitable for party wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Brown,Free,Leather,5971,41,4.0,141,Party,2024-08,"Adidas Smart Watch made of Leather, suitable for party wear."
H&M Laptop Bag,Bags,Laptop Bag,H&M,Red,Free,Cotton,9805,41,3.0,120,Travel,2024-06,"H&M Laptop Bag made of Cotton, suitable for travel wear."
Fossil Chinos,Pants,Chinos,Fossil,Blue,M,Leather,5978,16,3.8,90,Party,2024-10,"Fossil Chinos made of Leather, suitable for party wear."
Zara Joggers,Pants,Joggers,Zara,White,S,Canvas,2422,23,4.6,1,Casual,2024-07,"Zara Joggers made of Canvas, suitable for casual wear."
Adidas Backpack,Bags,Backpack,Adidas,Green,Free,Leather,3892,26,4.4,181,Sports,2024-05,"Adidas Backpack made of Leather, suitable for sports wear."
Tommy Hilfiger Running Shoes,Footwear,Running Shoes,Tommy Hilfiger,Black,Free,Polyester,3917,15,3.0,197,Party,2024-03,"Tommy Hilfiger Running Shoes made of Polyester, suitable for party wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,Grey,L,Canvas,1602,31,4.2,50,Travel,2024-08,"Adidas Denim Shirt made of Canvas, suitable for travel wear."
Adidas Linen Shirt,Shirts,Linen Shirt,Adidas,Red,L,Canvas,7239,29,4.0,170,Party,2024-11,"Adidas Linen Shirt made of Canvas, suitable for party wear."
Adidas Digital Watch,Watches,Digital Watch,Adidas,Green,Free,Canvas,5784,39,3.2,98,Party,2024-02,"Adidas Digital Watch made of Canvas, suitable for party wear."
Nike Denim Shirt,Shirts,Denim Shirt,Nike,Grey,L,Canvas,3776,39,4.4,19,Formal,2024-03,"Nike Denim Shirt made of Canvas, suitable for formal wear."
Puma Duffel Bag,Bags,Duffel Bag,Puma,Green,Free,Cotton,6601,6,4.5,170,Formal,2024-09,"Puma Duffel Bag made of Cotton, suitable for formal wear."
Nike Sandals,Footwear,Sandals,Nike,Blue,Free,Polyester,4454,6,4.3,166,Sports,2024-08,"Nike Sandals made of Polyester, suitable for sports wear."
Levis Jeans,Pants,Jeans,Levis,Green,XL,Cotton,947,46,3.9,122,Party,2024-08,"Levis Jeans made of Cotton, suitable for party wear."
Tommy Hilfiger Sling Bag,Bags,Sling Bag,Tommy Hilfiger,Blue,Free,Denim,3359,47,3.8,180,Party,2024-05,"Tommy Hilfiger Sling Bag made of Denim, suitable for party wear."
Fossil Denim Shirt,Shirts,Denim Shirt,Fossil,Red,S,Denim,5093,39,3.1,150,Party,2024-01,"Fossil Denim Shirt made of Denim, suitable for party wear."
Adidas Sandals,Footwear,Sandals,Adidas,Black,Free,Canvas,7884,36,4.3,88,Travel,2024-03,"Adidas Sandals made of Canvas, suitable for travel wear."
H&M Jeans,Pants,Jeans,H&M,Red,L,Leather,3239,44,4.3,168,Casual,2024-11,"H&M Jeans made of Leather, suitable for casual wear."
Levis Smart Watch,Watches,Smart Watch,Levis,White,Free,Cotton,5553,38,4.7,63,Travel,2024-08,"Levis Smart Watch made of Cotton, suitable for travel wear."
Zara Joggers,Pants,Joggers,Zara,Brown,XL,Canvas,7721,28,3.5,108,Casual,2024-09,"Zara Joggers made of Canvas, suitable for casual wear."
Nike Duffel Bag,Bags,Duffel Bag,Nike,Blue,Free,Cotton,8260,24,3.3,27,Sports,2024-08,"Nike Duffel Bag made of Cotton, suitable for sports wear."
Fossil Sandals,Footwear,Sandals,Fossil,Blue,Free,Polyester,4510,37,3.8,161,Casual,2024-07,"Fossil Sandals made of Polyester, suitable for casual wear."
Fossil Chinos,Pants,Chinos,Fossil,Black,S,Canvas,3109,46,4.9,95,Formal,2024-10,"Fossil Chinos made of Canvas, suitable for formal wear."
Levis Analog Watch,Watches,Analog Watch,Levis,Brown,Free,Polyester,9573,9,3.1,8,Party,2024-08,"Levis Analog Watch made of Polyester, suitable for party wear."
Puma Formal Shirt,Shirts,Formal Shirt,Puma,Black,L,Leather,7556,46,5.0,126,Formal,2024-07,"Puma Formal Shirt made of Leather, suitable for formal wear."
H&M Joggers,Pants,Joggers,H&M,Black,S,Canvas,2505,14,4.7,177,Sports,2024-12,"H&M Joggers made of Canvas, suitable for sports wear."
Levis Joggers,Pants,Joggers,Levis,Green,L,Denim,8891,49,3.4,83,Travel,2024-06,"Levis Joggers made of Denim, suitable for travel wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Brown,XL,Canvas,2576,34,3.6,27,Party,2024-12,"Adidas Formal Shirt made of Canvas, suitable for party wear."
H&M Jeans,Pants,Jeans,H&M,Grey,M,Polyester,1970,16,3.3,92,Casual,2024-10,"H&M Jeans made of Polyester, suitable for casual wear."
Levis Sandals,Footwear,Sandals,Levis,White,Free,Cotton,8347,13,4.7,39,Sports,2024-07,"Levis Sandals made of Cotton, suitable for sports wear."
Puma Joggers,Pants,Joggers,Puma,Brown,S,Denim,7003,34,4.3,6,Casual,2024-10,"Puma Joggers made of Denim, suitable for casual wear."
Levis Sling Bag,Bags,Sling Bag,Levis,Blue,Free,Cotton,7881,32,3.7,91,Party,2024-02,"Levis Sling Bag made of Cotton, suitable for party wear."
Puma Formal Shoes,Footwear,Formal Shoes,Puma,Blue,Free,Leather,1571,29,4.9,165,Travel,2024-12,"Puma Formal Shoes made of Leather, suitable for travel wear."
Levis Jeans,Pants,Jeans,Levis,Blue,L,Canvas,3287,38,4.4,174,Sports,2024-07,"Levis Jeans made of Canvas, suitable for sports wear."
Nike Sneakers,Footwear,Sneakers,Nike,Grey,Free,Cotton,2605,23,4.9,153,Casual,2024-06,"Nike Sneakers made of Cotton, suitable for casual wear."
H&M Digital Watch,Watches,Digital Watch,H&M,Grey,Free,Canvas,3526,20,4.3,144,Travel,2024-01,"H&M Digital Watch made of Canvas, suitable for travel wear."
Levis Linen Shirt,Shirts,Linen Shirt,Levis,Brown,XL,Canvas,8999,27,4.7,184,Formal,2024-10,"Levis Linen Shirt made of Canvas, suitable for formal wear."
Zara Formal Shirt,Shirts,Formal Shirt,Zara,Black,L,Polyester,4228,10,4.3,133,Formal,2024-10,"Zara Formal Shirt made of Polyester, suitable for formal wear."
Levis Digital Watch,Watches,Digital Watch,Levis,Black,Free,Canvas,6859,26,4.2,56,Travel,2024-02,"Levis Digital Watch made of Canvas, suitable for travel wear."
Levis Jeans,Pants,Jeans,Levis,Black,L,Denim,5579,26,3.0,85,Casual,2024-05,"Levis Jeans made of Denim, suitable for casual wear."
Zara Sneakers,Footwear,Sneakers,Zara,White,Free,Canvas,7348,17,4.2,189,Formal,2024-05,"Zara Sneakers made of Canvas, suitable for formal wear."
H&M Chinos,Pants,Chinos,H&M,Red,S,Cotton,6310,26,4.2,1,Party,2024-04,"H&M Chinos made of Cotton, suitable for party wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Green,Free,Denim,1959,40,4.8,161,Casual,2024-05,"H&M Analog Watch made of Denim, suitable for casual wear."
Levis Smart Watch,Watches,Smart Watch,Levis,White,Free,Canvas,657,50,4.3,13,Casual,2024-03,"Levis Smart Watch made of Canvas, suitable for casual wear."
Tommy Hilfiger Formal Shoes,Footwear,Formal Shoes,Tommy Hilfiger,Green,Free,Canvas,5223,27,4.1,33,Casual,2024-06,"Tommy Hilfiger Formal Shoes made of Canvas, suitable for casual wear."
Zara Smart Watch,Watches,Smart Watch,Zara,Green,Free,Denim,3166,22,3.2,164,Formal,2024-02,"Zara Smart Watch made of Denim, suitable for formal wear."
Nike Linen Shirt,Shirts,Linen Shirt,Nike,Black,M,Denim,1859,49,4.7,97,Travel,2024-02,"Nike Linen Shirt made of Denim, suitable for travel wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,White,M,Cotton,1879,24,3.1,118,Sports,2024-09,"Tommy Hilfiger Joggers made of Cotton, suitable for sports wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,White,Free,Polyester,9113,40,4.1,142,Formal,2024-08,"Levis Formal Shoes made of Polyester, suitable for formal wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,White,M,Denim,4712,42,4.7,182,Party,2024-07,"Adidas Denim Shirt made of Denim, suitable for party wear."
Levis Sandals,Footwear,Sandals,Levis,Red,Free,Polyester,5931,49,4.2,123,Formal,2024-06,"Levis Sandals made of Polyester, suitable for formal wear."
